Gene_name,Ensmbl,Hevin_logFC,Hevin_logCPM,Hevin_F,Hevin_PValue,Hevin_adjP,LPS_logFC,LPS_logCPM,LPS_F,LPS_PValue,LPS_adjP
Rbms2,ENSMUSG00000040043,0.207880081,4.332390717,2.154841359,0.167069519,0.454800527,0.239777598,4.332390717,2.852570619,0.116241356,0.250113282
Rbms3,ENSMUSG00000039607,-0.497129462,1.374153071,1.242718727,0.286125656,0.6008019,-0.013365205,1.374153071,0.000908518,0.976434681,0.990847695
Rbmx,ENSMUSG00000031134,-0.225708285,4.2342819,3.306130796,0.093291045,0.325154622,-0.179959988,4.2342819,2.086558883,0.173435703,0.334118781
Rbmx2,ENSMUSG00000031107,0.470900795,2.288022476,3.578440676,0.082160691,0.303932434,0.671778359,2.288022476,7.304624187,0.018769163,0.064307823
Rbmxl1,ENSMUSG00000037070,-0.17552852,5.46295515,4.50045853,0.054714089,0.235184234,0.231124805,5.46295515,7.793198835,0.015886865,0.056717629
Rbp1,ENSMUSG00000046402,-0.292696895,1.311885929,0.407397777,0.534924873,0.794173672,0.053241899,1.311885929,0.013519621,0.909300775,0.952718084
Rbpj,ENSMUSG00000039191,-0.549465799,8.821471551,33.52596482,7.62E-05,0.002423722,-0.206567805,8.821471551,4.75049103,0.049274341,0.134490553
Rbpms,ENSMUSG00000031586,0.713434024,3.615053447,17.62624037,0.001156678,0.017429274,1.131563555,3.615053447,43.825258,2.12E-05,0.000373758
Rbpms2,ENSMUSG00000032387,-0.607150316,3.474050987,11.69566218,0.004872073,0.04891638,0.306854797,3.474050987,3.000400549,0.108067921,0.237805031
Rbsn,ENSMUSG00000014550,-0.146027417,5.925232284,3.796392685,0.074398356,0.285894951,-0.120005853,5.925232284,2.55343188,0.135257205,0.279371452
Rbx1,ENSMUSG00000022400,-0.039726504,4.128002102,0.121357314,0.733420648,0.896551926,-0.001460361,4.128002102,0.00016258,0.990029929,0.99619756
Rc3h1,ENSMUSG00000040423,0.118061953,8.242576964,2.938635104,0.111393843,0.360431212,0.547567552,8.242576964,62.90176663,3.37E-06,9.65E-05
Rc3h2,ENSMUSG00000075376,0.015986605,8.054795769,0.026151474,0.874140799,0.954843852,0.460695173,8.054795769,21.65852866,0.000513206,0.004091302
Rcan1,ENSMUSG00000022951,0.155445299,7.658002419,2.941442583,0.111239955,0.360125962,0.501067804,7.658002419,30.42907182,0.000118685,0.001376237
Rcan2,ENSMUSG00000039601,1.540767679,0.404139396,4.065661414,0.06599709,0.26458883,0.590259522,0.404139396,0.601205755,0.452678566,0.635889351
Rcan3,ENSMUSG00000059713,0.371116736,4.891407555,6.438075542,0.025553333,0.146477676,-1.17306057,4.891407555,60.5864386,4.10E-06,0.000110571
Rcbtb1,ENSMUSG00000035469,0.314662615,5.772293764,6.276428988,0.02712048,0.151846403,-0.106842888,5.772293764,0.715409466,0.413706964,0.599831784
Rcbtb2,ENSMUSG00000022106,0.679918998,5.05430792,32.67837627,8.57E-05,0.002649367,-0.946004311,5.05430792,60.47541798,4.14E-06,0.000111045
Rcc1,ENSMUSG00000028896,-0.141521173,5.005176087,1.573798351,0.232829361,0.542907592,0.062352385,5.005176087,0.303763099,0.591343287,0.748691575
Rcc2,ENSMUSG00000040945,0.102792807,6.564475703,1.36115962,0.265323749,0.578394618,-0.755741686,6.564475703,72.04599113,1.64E-06,5.48E-05
Rccd1,ENSMUSG00000038930,-0.517845437,1.306909505,4.834211791,0.047599215,0.215687187,-0.377490685,1.306909505,2.535031343,0.136548925,0.281479716
Rce1,ENSMUSG00000024889,-0.124894111,4.257354281,0.81111889,0.384978437,0.691221467,-0.342031767,4.257354281,5.987698099,0.03021246,0.092761693
Rchy1,ENSMUSG00000029397,-0.468807008,5.397290825,25.50639397,0.000258483,0.005882006,-0.564210865,5.397290825,36.62484652,5.04E-05,0.000716491
Rcl1,ENSMUSG00000024785,0.058707336,3.8173738,0.230730903,0.639360423,0.853532209,0.518122887,3.8173738,17.86063866,0.001099893,0.007273101
Rcn1,ENSMUSG00000005973,-0.290190549,4.11398106,2.552476417,0.135323902,0.400594288,0.504027085,4.11398106,7.717456066,0.016297603,0.057734482
Rcn2,ENSMUSG00000032320,-0.183333496,5.277860482,2.366237524,0.149149445,0.425919497,0.575674415,5.277860482,23.30626406,0.000378989,0.003263059
Rcn3,ENSMUSG00000019539,0.015639609,2.841641983,0.008472346,0.928135043,0.972755633,-0.150561921,2.841641983,0.763355063,0.398915236,0.585197808
Rcor1,ENSMUSG00000037896,-0.055657559,6.130303458,0.481021119,0.500769093,0.771310516,0.037562376,6.130303458,0.218293228,0.648461595,0.788467268
Rcor2,ENSMUSG00000024968,0.207730905,-0.209998913,0.127536027,0.727015489,0.893620644,0.861926938,-0.209998913,2.226320002,0.160719988,0.316756484
Rcor3,ENSMUSG00000037395,0.004089672,4.876329992,0.000891456,0.976656937,0.991175916,-0.46921478,4.876329992,11.49849357,0.005143991,0.02404332
Rcsd1,ENSMUSG00000040723,-0.018557144,4.786840961,0.007879786,0.930686342,0.973566567,0.27075995,4.786840961,1.659750143,0.22119979,0.395690679
Rd3,ENSMUSG00000049353,0.610646343,-0.677123035,0.972538734,0.342934146,0.652604215,1.61480724,-0.677123035,6.793653645,0.02246746,0.073590822
Rdh10,ENSMUSG00000025921,0.139942484,3.783718763,0.582576141,0.459605787,0.743813463,0.268712531,3.783718763,2.133268102,0.169048237,0.328013132
Rdh11,ENSMUSG00000066441,-0.125275427,5.261522598,0.942972496,0.350109409,0.659533737,0.105658345,5.261522598,0.668005545,0.42920023,0.614634681
Rdh12,ENSMUSG00000021123,0.032631175,0.362722233,0.002617101,0.960016288,0.984952677,1.503150133,0.362722233,6.28261874,0.027058413,0.085090049
Rdh13,ENSMUSG00000008435,-0.161380085,4.703608682,1.667223239,0.220225178,0.52956744,-0.229679654,4.703608682,3.339248839,0.091843223,0.211078284
Rdh14,ENSMUSG00000020621,0.255143313,2.988668618,2.582370669,0.133256387,0.397852385,-0.064738396,2.988668618,0.163050757,0.693252579,0.820293413
Rdh5,ENSMUSG00000025350,-0.32946704,1.226474138,1.108999978,0.312424328,0.625388341,-0.311302763,1.226474138,0.971789272,0.343113366,0.531785489
Rdm1,ENSMUSG00000010362,0.10633333,1.053527512,0.121791962,0.732964117,0.896515828,-0.10147973,1.053527512,0.108064864,0.747853451,0.856667483
Rdx,ENSMUSG00000032050,0.089381281,7.700507324,1.566758867,0.233817325,0.544000182,0.28543661,7.700507324,15.94690649,0.001680367,0.010075967
Rec114,ENSMUSG00000074269,-0.111839118,2.211378827,0.22837671,0.641059325,0.853552206,-0.00775844,2.211378827,0.001082583,0.974276884,0.990018657
Rec8,ENSMUSG00000002324,0.345165108,-0.966291889,0.143539716,0.711206285,0.886307784,1.343945872,-0.966291889,2.177905996,0.164986441,0.323019771
Reck,ENSMUSG00000028476,-0.262790754,1.510800739,0.602335278,0.452264163,0.73869408,-0.345621058,1.510800739,1.020398517,0.331764861,0.520724487
Recql,ENSMUSG00000030243,0.128747191,2.27024938,0.283682825,0.603728351,0.835827716,-0.314214968,2.27024938,1.625557175,0.225732259,0.401071942
Recql4,ENSMUSG00000033762,-0.435202823,0.969580831,1.453665227,0.250484265,0.562689896,-1.320279164,0.969580831,12.13780251,0.00432113,0.021005049
Recql5,ENSMUSG00000020752,0.372566475,3.11995767,5.700292064,0.033714049,0.172626011,-0.221946591,3.11995767,1.967706594,0.185274284,0.349743394
Reep1,ENSMUSG00000052852,0.181110416,2.029195945,0.134078152,0.720422991,0.889793085,0.250825548,2.029195945,0.254238549,0.622961755,0.77152601
Reep2,ENSMUSG00000038555,0.242251246,0.142124026,0.30311936,0.591731853,0.828777969,-0.425235552,0.142124026,0.876125468,0.367169217,0.554932709
Reep3,ENSMUSG00000019873,-0.04607247,7.867596471,0.421728407,0.527943526,0.789553308,-0.502483259,7.867596471,49.72804342,1.13E-05,0.000233523
Reep4,ENSMUSG00000033589,0.012966263,4.796049995,0.025784384,0.875019046,0.95532372,-0.358611065,4.796049995,19.39966882,0.000798272,0.005692829
Reep5,ENSMUSG00000005873,-0.063032311,6.18665799,0.411138006,0.533086025,0.793443457,-0.299657295,6.18665799,9.215201778,0.010037987,0.040011614
Reep6,ENSMUSG00000035504,-0.155907597,-0.848064932,0.053151325,0.821434414,0.92926862,-1.576906168,-0.848064932,4.39562892,0.057207287,0.150588552
Rel,ENSMUSG00000020275,-0.424128155,7.097628578,10.24972704,0.00734454,0.064686226,1.691964192,7.097628578,157.6570475,2.08E-08,2.07E-06
Rela,ENSMUSG00000024927,-0.261176855,7.777234827,14.86354093,0.002165889,0.027386251,0.722487444,7.777234827,112.9590934,1.39E-07,8.26E-06
Relb,ENSMUSG00000002983,-0.166188109,6.827165155,1.669378947,0.219945088,0.529068904,1.105137067,6.827165155,72.45019498,1.60E-06,5.36E-05
Rell1,ENSMUSG00000047881,0.268524659,5.361465486,3.343495929,0.091659543,0.321907078,0.425825537,5.361465486,8.335765811,0.013275691,0.049625146
Reln,ENSMUSG00000042453,0.269150827,4.033939172,0.405443937,0.535890253,0.794816418,0.073314616,4.033939172,0.02992367,0.865460195,0.927549413
Relt,ENSMUSG00000008318,-0.662119585,2.435029565,5.683500706,0.033933115,0.173434595,0.514769388,2.435029565,3.529816609,0.084024407,0.198343978
Rem1,ENSMUSG00000000359,-1.02680717,-0.374765252,2.182665635,0.164560686,0.451060685,-1.738152804,-0.374765252,5.568612792,0.035478195,0.105004769
Rem2,ENSMUSG00000022176,0.273162985,-0.450482849,0.175932833,0.682080355,0.871824266,0.702431598,-0.450482849,1.080947776,0.318369844,0.505505121
Renbp,ENSMUSG00000031387,-0.270952647,7.906517657,12.23462263,0.004210411,0.04419452,0.032314642,7.906517657,0.174313074,0.683457933,0.813200959
Repin1,ENSMUSG00000052751,-0.230294723,4.522958327,3.499206008,0.085224064,0.310431644,-0.053906253,4.522958327,0.1908143,0.669763301,0.803948172
Reps1,ENSMUSG00000019854,-0.346795512,6.412664836,11.94359339,0.004553646,0.046767287,0.60613483,6.412664836,36.49852303,5.12E-05,0.000721236
Reps2,ENSMUSG00000040855,1.993537868,5.967165517,219.2634909,3.05E-09,1.64E-06,-0.594016005,5.967165517,19.81511706,0.00073418,0.005367462
Rer1,ENSMUSG00000029048,-0.025109048,6.24496978,0.063133783,0.80573285,0.923696103,0.014219368,6.24496978,0.020183367,0.889312519,0.941151133
Rere,ENSMUSG00000039852,0.372726243,5.745150438,25.67544474,0.000251236,0.005762188,-0.170645896,5.745150438,5.333035143,0.038916082,0.112099594
Rest,ENSMUSG00000029249,0.00400491,6.326690274,0.002521432,0.960753221,0.985212453,0.674988816,6.326690274,71.13065787,1.76E-06,5.76E-05
Ret,ENSMUSG00000030110,-0.58564631,-0.309272041,0.739072011,0.40630165,0.705851873,-0.007887064,-0.309272041,0.000143883,0.990620693,0.99619756
Retnla,ENSMUSG00000061100,0.109492798,7.3939795,0.647540528,0.436178242,0.728167146,-0.086109631,7.3939795,0.399397666,0.538898804,0.709344393
Retnlg,ENSMUSG00000022651,-0.339388555,1.123157951,0.13524615,0.719265455,0.88920583,-0.759589833,1.123157951,0.626377144,0.44359018,0.627699962
Retsat,ENSMUSG00000056666,-0.437970708,4.593835836,3.120939032,0.101921695,0.341957398,0.338613828,4.593835836,1.878783553,0.194817343,0.362951824
Rev1,ENSMUSG00000026082,-0.050336595,5.496593012,0.262442966,0.617464965,0.842029265,0.08168681,5.496593012,0.688127786,0.422512523,0.608413013
Rev3l,ENSMUSG00000019841,0.135267438,6.577061643,2.679888437,0.12677982,0.387201222,-0.055298041,6.577061643,0.445668997,0.516653293,0.690057458
Rexo1,ENSMUSG00000047417,-0.078670118,5.969568596,0.782835729,0.393138902,0.695886588,0.170603451,5.969568596,3.672308812,0.078702744,0.18915977
Rexo2,ENSMUSG00000032026,-0.170945513,4.653794772,1.476554889,0.24698572,0.5586441,-0.358720624,4.653794772,6.436362633,0.025569368,0.081375396
Rexo4,ENSMUSG00000052406,-0.168546353,5.353020364,3.235498061,0.096473165,0.331211277,0.166892811,5.353020364,3.170028601,0.099541979,0.224022771
Rfc1,ENSMUSG00000029191,0.299066325,4.362955802,6.073036603,0.029257007,0.159578367,-0.436258809,4.362955802,12.58987296,0.003831599,0.019163153
Rfc2,ENSMUSG00000023104,0.349607849,3.164466625,4.726786258,0.049761383,0.222027271,-0.34705596,3.164466625,4.49417427,0.054859829,0.145781575
Rfc3,ENSMUSG00000033970,0.103843487,2.870770508,0.371530316,0.553196332,0.806499686,-0.191478363,2.870770508,1.240152514,0.286600801,0.472180178
Rfc4,ENSMUSG00000022881,-0.021899055,1.239699284,0.00816032,0.92946685,0.973024605,0.126386272,1.239699284,0.268549931,0.613444265,0.764819777
Rfc5,ENSMUSG00000029363,-0.447247222,2.62378479,7.153509176,0.019782594,0.124097802,0.503616935,2.62378479,9.232231414,0.009985111,0.039844537
Rfesd,ENSMUSG00000043190,0.227869089,1.247757531,0.618472481,0.446411599,0.734525653,-0.968030707,1.247757531,10.39267506,0.007043301,0.030578916
Rffl,ENSMUSG00000020696,0.703042451,6.789419118,28.2276583,0.000166068,0.00425126,1.415179689,6.789419118,111.1303529,1.53E-07,8.91E-06
Rfk,ENSMUSG00000024712,0.055155404,5.607005546,0.320409303,0.581479618,0.822908111,-0.173174476,5.607005546,3.132597314,0.101350278,0.226928635
Rfng,ENSMUSG00000025158,0.037423758,2.908561594,0.087942237,0.771727079,0.911050474,-0.994378474,2.908561594,58.29929653,5.01E-06,0.000126727
Rft1,ENSMUSG00000052395,0.270033331,2.585608031,1.959802422,0.186097829,0.482705767,-0.483027955,2.585608031,6.009177715,0.029968534,0.092305116
Rftn1,ENSMUSG00000039316,1.367499473,4.830473566,108.005658,1.79E-07,3.10E-05,0.963174289,4.830473566,53.96271752,7.46E-06,0.000171036
Rftn2,ENSMUSG00000025978,-0.267697137,4.130799736,1.921045842,0.190204778,0.488887919,-0.883854505,4.130799736,20.21947234,0.000677483,0.005044181
Rfwd2,None,0.206306432,4.413528115,1.920815372,0.190229547,0.488887919,0.236135294,4.413528115,2.503654285,0.138787337,0.285204448
Rfwd3,ENSMUSG00000033596,0.212336415,5.647212683,9.169997654,0.010179945,0.079626993,0.264345212,5.647212683,14.14757695,0.002577088,0.014025682
Rfx1,ENSMUSG00000031706,-0.011282687,5.34169679,0.005551235,0.941797943,0.977842477,-0.430883705,5.34169679,7.963414428,0.015007454,0.054311445
Rfx2,ENSMUSG00000024206,-0.035498723,1.067390389,0.016834878,0.898849578,0.963428852,-0.697441539,1.067390389,6.086584578,0.029108638,0.090287693
Rfx3,ENSMUSG00000040929,0.349280694,3.290256136,4.520724108,0.054247256,0.234434702,-0.042434205,3.290256136,0.065661094,0.801971709,0.891339887
Rfx4,ENSMUSG00000020037,-0.138731389,0.061308577,0.068127585,0.79837509,0.92183212,0.405981244,0.061308577,0.637321799,0.43973166,0.624023646
Rfx5,ENSMUSG00000005774,0.448251127,3.549823692,9.32672331,0.009697585,0.077394395,1.095083208,3.549823692,55.0867216,6.71E-06,0.000157998
Rfx7,ENSMUSG00000037674,-0.08848018,6.135965771,1.176499952,0.298745268,0.6122699,0.184082472,6.135965771,5.070446343,0.043226684,0.121601704
Rfxank,ENSMUSG00000036120,0.199050603,3.872809917,1.636672388,0.224245561,0.534112155,-0.513333568,3.872809917,10.55276982,0.006722947,0.029507509
Rfxap,ENSMUSG00000036615,-0.17331319,3.472962865,1.812197574,0.202382422,0.50529581,-0.231681175,3.472962865,3.195716831,0.098323825,0.222007258
Rgag4,None,-0.124825793,2.006197598,0.26085406,0.61852086,0.843118329,-1.098342864,2.006197598,18.75895639,0.000910353,0.006294462
Rgcc,ENSMUSG00000022018,-0.030080036,0.699378471,0.003131616,0.956266232,0.983619777,0.772113974,0.699378471,2.086979258,0.173395574,0.334085735
Rgl1,ENSMUSG00000026482,-0.194257417,7.179399881,1.120185324,0.310097456,0.623065789,1.07983837,7.179399881,34.03878777,7.10E-05,0.000921698
Rgl2,ENSMUSG00000041354,0.013988704,6.215439895,0.017896114,0.895730009,0.963237321,-0.469892784,6.215439895,19.93621198,0.00071664,0.005262961
Rgl3,ENSMUSG00000040146,0.07242473,2.846480336,0.145855926,0.709003683,0.886034252,-0.848227598,2.846480336,18.93004643,0.000878723,0.00612141
Rgma,ENSMUSG00000070509,0.630880148,0.147517711,1.470603268,0.24788905,0.559693634,-0.045506259,0.147517711,0.007302839,0.933265173,0.96787739
Rgmb,ENSMUSG00000048027,0.081609883,4.58726921,0.856362547,0.372449908,0.679541791,-0.065230114,4.58726921,0.541471621,0.475537956,0.655524447
Rgp1,ENSMUSG00000028468,0.027518504,5.54883853,0.077249866,0.785647865,0.916597372,-0.437428354,5.54883853,19.21246664,0.000829268,0.005864976
Rgs1,ENSMUSG00000026358,-0.019635842,7.4508148,0.006079733,0.939096185,0.976876365,0.042423238,7.4508148,0.028345118,0.869019904,0.92947294
Rgs10,ENSMUSG00000030844,0.459231853,5.908721643,22.32457317,0.00045319,0.008929308,-0.726305667,5.908721643,54.41595758,7.14E-06,0.000165419
Rgs12,ENSMUSG00000029101,0.818655517,2.572383457,6.900907573,0.021624578,0.131320834,0.305904202,2.572383457,0.947795157,0.348924124,0.536672909
Rgs14,ENSMUSG00000052087,-0.295044198,2.491004613,2.037909774,0.178160989,0.471704628,-0.738480415,2.491004613,12.23541428,0.00420952,0.020588842
Rgs16,ENSMUSG00000026475,0.52620418,2.823851384,1.985428883,0.183444721,0.479413774,0.721840098,2.823851384,3.708804665,0.077406116,0.187094803
Rgs17,ENSMUSG00000019775,1.842589556,-0.272498309,3.982661464,0.068458579,0.270202269,1.989579386,-0.272498309,4.798377086,0.048307745,0.132361582
Rgs18,ENSMUSG00000026357,-0.886853353,-0.586317914,0.600583596,0.452907095,0.739138279,-0.61560453,-0.586317914,0.285859655,0.602358577,0.756904257
Rgs19,ENSMUSG00000002458,0.021403467,5.635506304,0.031862008,0.861219259,0.947777889,-0.472665644,5.635506304,15.26241136,0.00197019,0.011372976
Rgs2,ENSMUSG00000026360,0.822079272,7.329144826,46.30065539,1.61E-05,0.000798317,-1.437146387,7.329144826,135.4294834,4.98E-08,3.85E-06
Rgs20,ENSMUSG00000002459,0.708583568,-0.6455325,0.889573165,0.363639685,0.670940828,0.630011929,-0.6455325,0.684053344,0.423853159,0.609926815
Rgs22,ENSMUSG00000037627,0.65292855,-1.186642582,0.384680218,0.546359169,0.801918712,0.371585638,-1.186642582,0.125267511,0.729346276,0.844582639
Rgs3,ENSMUSG00000059810,0.116452782,3.771234504,0.557948119,0.469040628,0.750626301,-0.005813295,3.771234504,0.001353886,0.971235108,0.989541038
Rgs4,ENSMUSG00000038530,0.22007728,1.577241324,0.275188804,0.609139426,0.838234895,1.005242633,1.577241324,5.721521046,0.033439488,0.100546649
Rgs5,ENSMUSG00000026678,-0.077855788,4.115018557,0.03902496,0.846606376,0.940583787,0.235703783,4.115018557,0.358514318,0.560131538,0.725710369
Rgs7,ENSMUSG00000026527,1.286134195,-0.90979826,2.528088055,0.137040344,0.403871837,0.564672755,-0.90979826,0.501091946,0.492136117,0.6693622
Rgs7bp,ENSMUSG00000021719,0.097458107,3.01224825,0.327938303,0.577130475,0.820417854,-0.239586828,3.01224825,1.935788433,0.188628922,0.3545112
Rgs8,ENSMUSG00000042671,0.332045992,-0.35455878,0.230817339,0.639298252,0.853532209,0.026645733,-0.35455878,0.001526689,0.969455465,0.988697707
Rgs9,ENSMUSG00000020599,0.57767806,2.496937806,1.872662998,0.195497277,0.495689724,0.151497927,2.496937806,0.124785917,0.729844165,0.844890057
Rgsl1,ENSMUSG00000042641,-1.410085256,-1.182884289,1.79879598,0.203950864,0.507122009,2.229020594,-1.182884289,5.757435713,0.032981011,0.09945601
Rhbdd1,ENSMUSG00000026142,-0.160909555,5.827817674,1.657297404,0.221520903,0.530839725,0.437430351,5.827817674,12.22911547,0.004216619,0.020609702
Rhbdd2,ENSMUSG00000039917,-0.0751523,3.960415668,0.37554386,0.551091867,0.80485306,-0.617749988,3.960415668,24.59632563,0.00030194,0.002784086
Rhbdd3,ENSMUSG00000034175,0.094362617,2.436115893,0.345921016,0.567008492,0.814809401,-0.481417745,2.436115893,8.679780671,0.011881114,0.045656259
Rhbdf1,ENSMUSG00000020282,0.518684538,3.831018269,7.405242164,0.018128279,0.11669026,0.437545988,3.831018269,5.177617805,0.041401942,0.11756017
Rhbdf2,ENSMUSG00000020806,-0.210013298,8.382671776,8.64420294,0.012017077,0.08947277,0.789810218,8.382671776,120.980307,9.46E-08,6.14E-06
Rhbdl1,ENSMUSG00000025735,-0.084562872,1.307175684,0.101158371,0.755746247,0.904971851,-0.259612956,1.307175684,0.926284401,0.354256861,0.54183749
Rhbdl3,ENSMUSG00000017692,0.094162003,-0.251747322,0.015303091,0.903534559,0.964349385,0.609293999,-0.251747322,0.62765755,0.443135918,0.627301342
Rheb,ENSMUSG00000028945,-0.111812552,6.478878988,1.302113004,0.275425323,0.587582104,0.234402207,6.478878988,5.724598888,0.033399902,0.100464179
Rhebl1,ENSMUSG00000023755,0.529531745,0.441653987,2.323910767,0.152535546,0.43173818,-0.080608701,0.441653987,0.05180143,0.823674091,0.904884025
Rhno1,ENSMUSG00000048668,0.345029184,3.401592939,5.912777116,0.031081897,0.165070075,-0.161285289,3.401592939,1.262203285,0.282553244,0.467737559
Rhoa,ENSMUSG00000007815,-0.059697673,8.845977757,0.490611543,0.496610745,0.768745921,0.122084956,8.845977757,2.055917354,0.176392967,0.337668528
Rhob,ENSMUSG00000054364,0.450233887,9.323747766,13.27442742,0.003208244,0.036360931,0.0487207,9.323747766,0.15583737,0.699736426,0.824633771
Rhobtb1,ENSMUSG00000019944,-0.135379979,2.180486643,0.594492852,0.455154494,0.74054154,-0.572093745,2.180486643,10.23514349,0.007376113,0.031713795
Rhobtb2,ENSMUSG00000022075,0.06815282,2.664575547,0.093251446,0.765158282,0.908625979,-0.471547058,2.664575547,4.308411221,0.059386121,0.154285079
Rhobtb3,ENSMUSG00000021589,-0.002128463,1.548160994,1.61E-05,0.99686239,0.999198733,0.408047871,1.548160994,0.873306796,0.367915494,0.555656336
Rhoc,ENSMUSG00000002233,-0.304829385,7.945188199,17.47498664,0.001195134,0.017787556,0.359522915,7.945188199,24.28976066,0.000318453,0.002890899
Rhod,ENSMUSG00000041845,0.813806845,1.908293627,8.981819293,0.010796791,0.082847569,-1.339976085,1.908293627,21.35084083,0.000544028,0.004285322
Rhof,ENSMUSG00000029449,-0.256502676,3.750620866,0.837786513,0.377518163,0.68421932,-0.200347961,3.750620866,0.491608993,0.496181784,0.672728706
Rhog,ENSMUSG00000073982,-0.159465396,8.641006493,4.504201228,0.054627512,0.235080985,0.509037594,8.641006493,45.69846822,1.72E-05,0.000321938
Rhoh,ENSMUSG00000029204,-0.030738994,3.056878358,0.012643536,0.912274885,0.967288107,-0.36064838,3.056878358,1.670222519,0.219835611,0.394256243
Rhoj,ENSMUSG00000046768,-0.30130428,3.121084207,1.685464605,0.217869792,0.525845806,-0.927764875,3.121084207,15.22396366,0.001988128,0.01145833
Rhoq,ENSMUSG00000024143,0.646398616,6.826374785,65.8453373,2.65E-06,0.000210542,0.338130422,6.826374785,18.01884786,0.0010634,0.00709959
Rhot1,ENSMUSG00000017686,0.019645264,6.223145067,0.061283231,0.808538111,0.924870412,0.104983388,6.223145067,1.746211732,0.21026005,0.382700137
Rhot2,ENSMUSG00000025733,-0.054539355,4.84704838,0.138159925,0.716402502,0.888234037,-0.334469307,4.84704838,5.127926846,0.042236342,0.119462877
Rhou,ENSMUSG00000039960,0.130613861,2.73180123,0.059781416,0.810848087,0.925837616,0.897165692,2.73180123,2.830049669,0.117552587,0.25229995
Rhov,ENSMUSG00000034226,1.114885064,3.199873968,28.48047992,0.000159632,0.004152428,-0.925369194,3.199873968,18.24758351,0.001013104,0.006832815
Rhox5,ENSMUSG00000095180,-0.562429603,-0.150945307,0.66748491,0.429375515,0.723014543,-0.987280994,-0.150945307,1.9027928,0.192179459,0.359418844
Rhpn1,ENSMUSG00000022580,0.152997041,-0.773141965,0.085140283,0.77528153,0.91202937,0.0415697,-0.773141965,0.00619114,0.938541939,0.971340807
Rhpn2,ENSMUSG00000030494,0.103162321,0.151243737,0.048871467,0.828643749,0.932753426,-0.083790657,0.151243737,0.032133155,0.860636761,0.924672613
Rian,ENSMUSG00000097451,-0.241043561,3.300307134,0.315355339,0.584437554,0.824998201,0.227924752,3.300307134,0.283601221,0.603779833,0.757719616
Ribc1,ENSMUSG00000025257,1.354136627,-0.889089106,4.050161595,0.066448552,0.265697422,0.633865917,-0.889089106,0.826630917,0.380612036,0.568223647
Ric1,ENSMUSG00000038658,0.54882361,6.833263944,27.4287509,0.000188483,0.004669042,0.463446553,6.833263944,19.49624147,0.000782811,0.005612847
Ric3,ENSMUSG00000048330,0.186562622,2.401228089,1.262906135,0.282425531,0.596391178,-0.41217711,2.401228089,5.946491367,0.030687031,0.093980648
Ric8,None,-0.320511646,6.657455687,11.65670469,0.004924441,0.049261459,-0.127958926,6.657455687,1.857532508,0.197191348,0.365968014
Ric8b,ENSMUSG00000035620,-0.069932132,4.637368995,0.381025772,0.548242663,0.803341824,-0.184841024,4.637368995,2.631525066,0.12994166,0.271633364
Rictor,ENSMUSG00000050310,-0.082523649,7.027243329,1.227449871,0.288968899,0.603511007,0.527933631,7.027243329,49.97979351,1.10E-05,0.000228629
Rif1,ENSMUSG00000036202,0.165284188,5.864650598,3.054934411,0.105232429,0.349277505,-0.02429281,5.864650598,0.065456464,0.802273327,0.891339887
Riiad1,ENSMUSG00000028139,-0.119305315,0.246891195,0.040388003,0.843988559,0.93955272,0.068741648,0.246891195,0.013302742,0.9100277,0.953087098
Rilp,ENSMUSG00000038195,0.163222111,1.157316225,0.424534948,0.526596312,0.788674115,-0.771376394,1.157316225,8.820883236,0.011359372,0.044070606
Rilpl1,ENSMUSG00000029392,0.533961899,3.792027772,26.91291471,0.000204827,0.00498059,0.408768936,3.792027772,15.61468552,0.001814328,0.010672386
Rilpl2,ENSMUSG00000029401,-0.825185126,5.880137333,44.24520445,2.02E-05,0.000935837,0.876898415,5.880137333,50.67758477,1.03E-05,0.000217837
Rimkla,ENSMUSG00000048899,0.578127196,-1.04038132,0.75854839,0.400360677,0.701572019,0.091060431,-1.04038132,0.018210155,0.894825052,0.944515903
Rimklb,ENSMUSG00000040649,0.446675654,0.821009116,0.436406507,0.520967883,0.785096279,-0.196420893,0.821009116,0.086291713,0.773813247,0.873468284
Rims1,ENSMUSG00000041670,0.440432095,-1.434910044,0.216198393,0.65002575,0.859040665,-0.121607593,-1.434910044,0.01607777,0.901136802,0.948045057
Rims2,ENSMUSG00000037386,0.088111011,0.342068534,0.030745304,0.863645692,0.948868304,-0.200908745,0.342068534,0.155526663,0.700019611,0.824633771
Rims3,ENSMUSG00000032890,0.32800586,0.130097218,1.015662576,0.332846467,0.642922487,-0.054429779,0.130097218,0.026884554,0.872405709,0.931467172
Rin1,ENSMUSG00000024883,-0.814172669,2.120182238,9.607514661,0.008898772,0.073188372,-1.2261187,2.120182238,20.80363898,0.000604331,0.004635395
Rin2,ENSMUSG00000001768,0.047340355,7.726130798,0.056043867,0.816734448,0.927388381,-0.213656884,7.726130798,1.137581517,0.306526869,0.49350193
Rin3,ENSMUSG00000044456,-0.12067326,4.903065827,1.152476921,0.303515379,0.61786604,-0.495819713,4.903065827,19.08456863,0.000851252,0.005982626
Ring1,ENSMUSG00000024325,0.200596958,3.109910788,1.229412244,0.288601298,0.603212803,-0.110771055,3.109910788,0.364790279,0.556766211,0.72349754
